Domain, Country,Element,Item,Year,Unit,Value
Crops, Lakshadweep,Yield,Barley,1987,hg/ha,5924
Crops, Lakshadweep,Yield,Barley,1988,hg/ha,7710
Crops, Lakshadweep,Yield,Barley,1989,hg/ha,7719
Crops, Lakshadweep,Yield,Barley,1990,hg/ha,8487
Crops, Lakshadweep,Yield,Barley,1991,hg/ha,9056
Crops, Lakshadweep,Yield,Barley,1992,hg/ha,9389
Crops, Lakshadweep,Yield,Barley,1993,hg/ha,9925
Crops, Lakshadweep,Yield,Barley,1994,hg/ha,9675
Crops, Lakshadweep,Yield,Barley,1995,hg/ha,9939
Crops, Lakshadweep,Yield,Barley,1996,hg/ha,10163
Crops, Lakshadweep,Yield,Barley,1997,hg/ha,9862
Crops, Lakshadweep,Yield,Barley,1998,hg/ha,10701
Crops, Lakshadweep,Yield,Barley,1999,hg/ha,10015
Crops, Lakshadweep,Yield,Barley,2000,hg/ha,9506
Crops, Lakshadweep,Yield,Barley,2001,hg/ha,8752
Crops, Lakshadweep,Yield,Barley,2002,hg/ha,9024
Crops, Lakshadweep,Yield,Barley,2003,hg/ha,9248
Crops, Lakshadweep,Yield,Barley,2004,hg/ha,9606
Crops, Lakshadweep,Yield,Barley,2005,hg/ha,9829
Crops, Lakshadweep,Yield,Barley,2006,hg/ha,9733
Crops, Lakshadweep,Yield,Barley,2007,hg/ha,9862
Crops, Lakshadweep,Yield,Barley,2008,hg/ha,9594
Crops, Lakshadweep,Yield,Barley,2009,hg/ha,9477
Crops, Lakshadweep,Yield,Barley,2010,hg/ha,8490
Crops, Lakshadweep,Yield,Barley,2011,hg/ha,9235
Crops, Lakshadweep,Yield,Barley,2012,hg/ha,9100
Crops, Lakshadweep,Yield,Barley,2013,hg/ha,9207
Crops, Lakshadweep,Yield,Barley,2014,hg/ha,9389
Crops, Lakshadweep,Yield,Barley,2015,hg/ha,9261
Crops, Lakshadweep,Yield,Barley,2016,hg/ha,9167
Crops, Lakshadweep,Yield,Barley,2017,hg/ha,9531
Crops, Lakshadweep,Yield,Barley,2018,hg/ha,9574
Crops, Lakshadweep,Yield,Barley,2019,hg/ha,9682
Crops, Lakshadweep,Yield,Carrots and turnips,1980,hg/ha,154232
Crops, Lakshadweep,Yield,Carrots and turnips,1981,hg/ha,155346
Crops, Lakshadweep,Yield,Carrots and turnips,1982,hg/ha,156420
Crops, Lakshadweep,Yield,Carrots and turnips,1983,hg/ha,156430
Crops, Lakshadweep,Yield,Carrots and turnips,1984,hg/ha,158645
Crops, Lakshadweep,Yield,Carrots and turnips,1985,hg/ha,161296
Crops, Lakshadweep,Yield,Carrots and turnips,1986,hg/ha,172507
Crops, Lakshadweep,Yield,Carrots and turnips,1987,hg/ha,164948
Crops, Lakshadweep,Yield,Carrots and turnips,1988,hg/ha,165659
Crops, Lakshadweep,Yield,Carrots and turnips,1989,hg/ha,171814
Crops, Lakshadweep,Yield,Carrots and turnips,1990,hg/ha,176732
Crops, Lakshadweep,Yield,Carrots and turnips,1991,hg/ha,182225
Crops, Lakshadweep,Yield,Carrots and turnips,1992,hg/ha,185228
Crops, Lakshadweep,Yield,Carrots and turnips,1993,hg/ha,139511
Crops, Lakshadweep,Yield,Carrots and turnips,1994,hg/ha,185182
Crops, Lakshadweep,Yield,Carrots and turnips,1995,hg/ha,189627
Crops, Lakshadweep,Yield,Carrots and turnips,1996,hg/ha,191029
Crops, Lakshadweep,Yield,Carrots and turnips,1997,hg/ha,187733
Crops, Lakshadweep,Yield,Carrots and turnips,1998,hg/ha,189867
Crops, Lakshadweep,Yield,Carrots and turnips,1999,hg/ha,184691
Crops, Lakshadweep,Yield,Carrots and turnips,2000,hg/ha,186690
Crops, Lakshadweep,Yield,Carrots and turnips,2001,hg/ha,183556
Crops, Lakshadweep,Yield,Carrots and turnips,2002,hg/ha,181448
Crops, Lakshadweep,Yield,Carrots and turnips,2003,hg/ha,180237
Crops, Lakshadweep,Yield,Carrots and turnips,2004,hg/ha,181801
Crops, Lakshadweep,Yield,Carrots and turnips,2005,hg/ha,179132
Crops, Lakshadweep,Yield,Carrots and turnips,2006,hg/ha,178798
Crops, Lakshadweep,Yield,Carrots and turnips,2007,hg/ha,181431
Crops, Lakshadweep,Yield,Carrots and turnips,2008,hg/ha,174661
Crops, Lakshadweep,Yield,Carrots and turnips,2009,hg/ha,178157
Crops, Lakshadweep,Yield,Carrots and turnips,2010,hg/ha,172025
Crops, Lakshadweep,Yield,Carrots and turnips,2011,hg/ha,175859
Crops, Lakshadweep,Yield,Carrots and turnips,2012,hg/ha,175271
Crops, Lakshadweep,Yield,Carrots and turnips,2013,hg/ha,174111
Crops, Lakshadweep,Yield,Carrots and turnips,2014,hg/ha,173519
Crops, Lakshadweep,Yield,Carrots and turnips,2015,hg/ha,171494
Crops, Lakshadweep,Yield,Carrots and turnips,2016,hg/ha,172511
Crops, Lakshadweep,Yield,Carrots and turnips,2017,hg/ha,172847
Crops, Lakshadweep,Yield,Carrots and turnips,2018,hg/ha,172544
Crops, Lakshadweep,Yield,Carrots and turnips,2019,hg/ha,172825
Crops, Lakshadweep,Yield,Cauliflowers and broccoli,1980,hg/ha,158966
Crops, Lakshadweep,Yield,Cauliflowers and broccoli,1981,hg/ha,157665
Crops, Lakshadweep,Yield,Cauliflowers and broccoli,1982,hg/ha,154006
Crops, Lakshadweep,Yield,Cauliflowers and broccoli,1983,hg/ha,161334
Crops, Lakshadweep,Yield,Cauliflowers and broccoli,1984,hg/ha,162703
Crops, Lakshadweep,Yield,Cauliflowers and broccoli,1985,hg/ha,147629
Crops, Lakshadweep,Yield,Cauliflowers and broccoli,1986,hg/ha,173897
Crops, Lakshadweep,Yield,Cauliflowers and broccoli,1987,hg/ha,168013
Crops, Lakshadweep,Yield,Cauliflowers and broccoli,1988,hg/ha,170319
Crops, Lakshadweep,Yield,Cauliflowers and broccoli,1989,hg/ha,165055
Crops, Lakshadweep,Yield,Cauliflowers and broccoli,1990,hg/ha,167820
Crops, Lakshadweep,Yield,Cauliflowers and broccoli,1991,hg/ha,165806
Crops, Lakshadweep,Yield,Cauliflowers and broccoli,1992,hg/ha,166483
Crops, Lakshadweep,Yield,Cauliflowers and broccoli,1993,hg/ha,166967
Crops, Lakshadweep,Yield,Cauliflowers and broccoli,1994,hg/ha,179166
Crops, Lakshadweep,Yield,Cauliflowers and broccoli,1995,hg/ha,185581
Crops, Lakshadweep,Yield,Cauliflowers and broccoli,1996,hg/ha,184754
Crops, Lakshadweep,Yield,Cauliflowers and broccoli,1997,hg/ha,182112
Crops, Lakshadweep,Yield,Cauliflowers and broccoli,1998,hg/ha,184666
Crops, Lakshadweep,Yield,Cauliflowers and broccoli,1999,hg/ha,185981
Crops, Lakshadweep,Yield,Cauliflowers and broccoli,2000,hg/ha,186539
Crops, Lakshadweep,Yield,Cauliflowers and broccoli,2001,hg/ha,183139
Crops, Lakshadweep,Yield,Cauliflowers and broccoli,2002,hg/ha,181910
Crops, Lakshadweep,Yield,Cauliflowers and broccoli,2003,hg/ha,180427
Crops, Lakshadweep,Yield,Cauliflowers and broccoli,2004,hg/ha,180703
Crops, Lakshadweep,Yield,Cauliflowers and broccoli,2005,hg/ha,181837
Crops, Lakshadweep,Yield,Cauliflowers and broccoli,2006,hg/ha,184490
Crops, Lakshadweep,Yield,Cauliflowers and broccoli,2007,hg/ha,184997
Crops, Lakshadweep,Yield,Cauliflowers and broccoli,2008,hg/ha,180277
Crops, Lakshadweep,Yield,Cauliflowers and broccoli,2009,hg/ha,181967
Crops, Lakshadweep,Yield,Cauliflowers and broccoli,2010,hg/ha,168880
Crops, Lakshadweep,Yield,Cauliflowers and broccoli,2011,hg/ha,173694
Crops, Lakshadweep,Yield,Cauliflowers and broccoli,2012,hg/ha,172035
Crops, Lakshadweep,Yield,Cauliflowers and broccoli,2013,hg/ha,171310
Crops, Lakshadweep,Yield,Cauliflowers and broccoli,2014,hg/ha,173881
Crops, Lakshadweep,Yield,Cauliflowers and broccoli,2015,hg/ha,174228
Crops, Lakshadweep,Yield,Cauliflowers and broccoli,2016,hg/ha,171555
Crops, Lakshadweep,Yield,Cauliflowers and broccoli,2017,hg/ha,171802
Crops, Lakshadweep,Yield,Cauliflowers and broccoli,2018,hg/ha,168329
Crops, Lakshadweep,Yield,Cauliflowers and broccoli,2019,hg/ha,168945
Crops, Lakshadweep,Yield,Garlic,1961,hg/ha,35500
Crops, Lakshadweep,Yield,Garlic,1962,hg/ha,31875
Crops, Lakshadweep,Yield,Garlic,1963,hg/ha,30500
Crops, Lakshadweep,Yield,Garlic,1964,hg/ha,50625
Crops, Lakshadweep,Yield,Garlic,1965,hg/ha,40000
Crops, Lakshadweep,Yield,Garlic,1966,hg/ha,45500
Crops, Lakshadweep,Yield,Garlic,1967,hg/ha,96500
Crops, Lakshadweep,Yield,Garlic,1968,hg/ha,106500
Crops, Lakshadweep,Yield,Garlic,1969,hg/ha,112000
Crops, Lakshadweep,Yield,Garlic,1970,hg/ha,115033
Crops, Lakshadweep,Yield,Garlic,1971,hg/ha,91391
Crops, Lakshadweep,Yield,Garlic,1972,hg/ha,113052
Crops, Lakshadweep,Yield,Garlic,1973,hg/ha,120539
Crops, Lakshadweep,Yield,Garlic,1974,hg/ha,125000
Crops, Lakshadweep,Yield,Garlic,1975,hg/ha,118345
Crops, Lakshadweep,Yield,Garlic,1976,hg/ha,91512
Crops, Lakshadweep,Yield,Garlic,1977,hg/ha,89681
Crops, Lakshadweep,Yield,Garlic,1978,hg/ha,78050
Crops, Lakshadweep,Yield,Garlic,1979,hg/ha,77983
Crops, Lakshadweep,Yield,Garlic,1980,hg/ha,76742
Crops, Lakshadweep,Yield,Garlic,1981,hg/ha,75189
Crops, Lakshadweep,Yield,Garlic,1982,hg/ha,76524
Crops, Lakshadweep,Yield,Garlic,1983,hg/ha,80403
Crops, Lakshadweep,Yield,Garlic,1984,hg/ha,80158
Crops, Lakshadweep,Yield,Garlic,1985,hg/ha,81878
Crops, Lakshadweep,Yield,Garlic,1986,hg/ha,82801
Crops, Lakshadweep,Yield,Garlic,1987,hg/ha,82476
Crops, Lakshadweep,Yield,Garlic,1988,hg/ha,83195
Crops, Lakshadweep,Yield,Garlic,1989,hg/ha,84837
Crops, Lakshadweep,Yield,Garlic,1990,hg/ha,84013
Crops, Lakshadweep,Yield,Garlic,1991,hg/ha,99365
Crops, Lakshadweep,Yield,Garlic,1992,hg/ha,90822
Crops, Lakshadweep,Yield,Garlic,1993,hg/ha,86400
Crops, Lakshadweep,Yield,Garlic,1994,hg/ha,77916
Crops, Lakshadweep,Yield,Garlic,1995,hg/ha,90471
Crops, Lakshadweep,Yield,Garlic,1996,hg/ha,90659
Crops, Lakshadweep,Yield,Garlic,1997,hg/ha,89529
Crops, Lakshadweep,Yield,Garlic,1998,hg/ha,90444
Crops, Lakshadweep,Yield,Garlic,1999,hg/ha,90235
Crops, Lakshadweep,Yield,Garlic,2000,hg/ha,88441
Crops, Lakshadweep,Yield,Garlic,2001,hg/ha,80598
Crops, Lakshadweep,Yield,Garlic,2002,hg/ha,81338
Crops, Lakshadweep,Yield,Garlic,2003,hg/ha,81981
Crops, Lakshadweep,Yield,Garlic,2004,hg/ha,82469
Crops, Lakshadweep,Yield,Garlic,2005,hg/ha,84697
Crops, Lakshadweep,Yield,Garlic,2006,hg/ha,81846
Crops, Lakshadweep,Yield,Garlic,2007,hg/ha,80130
Crops, Lakshadweep,Yield,Garlic,2008,hg/ha,78522
Crops, Lakshadweep,Yield,Garlic,2009,hg/ha,80416
Crops, Lakshadweep,Yield,Garlic,2010,hg/ha,83473
Crops, Lakshadweep,Yield,Garlic,2011,hg/ha,84815
Crops, Lakshadweep,Yield,Garlic,2012,hg/ha,84715
Crops, Lakshadweep,Yield,Garlic,2013,hg/ha,85476
Crops, Lakshadweep,Yield,Garlic,2014,hg/ha,86774
Crops, Lakshadweep,Yield,Garlic,2015,hg/ha,91543
Crops, Lakshadweep,Yield,Garlic,2016,hg/ha,89984
Crops, Lakshadweep,Yield,Garlic,2017,hg/ha,91088
Crops, Lakshadweep,Yield,Garlic,2018,hg/ha,93306
Crops, Lakshadweep,Yield,Garlic,2019,hg/ha,92912
Crops, Lakshadweep,Yield,Ginger,1994,hg/ha,3393
Crops, Lakshadweep,Yield,Ginger,1995,hg/ha,3472
Crops, Lakshadweep,Yield,Ginger,1996,hg/ha,3421
Crops, Lakshadweep,Yield,Ginger,1997,hg/ha,3506
Crops, Lakshadweep,Yield,Ginger,1998,hg/ha,3544
Crops, Lakshadweep,Yield,Ginger,1999,hg/ha,3537
Crops, Lakshadweep,Yield,Ginger,2000,hg/ha,3506
Crops, Lakshadweep,Yield,Ginger,2001,hg/ha,3797
Crops, Lakshadweep,Yield,Ginger,2002,hg/ha,3830
Crops, Lakshadweep,Yield,Ginger,2003,hg/ha,3950
Crops, Lakshadweep,Yield,Ginger,2004,hg/ha,4227
Crops, Lakshadweep,Yield,Ginger,2005,hg/ha,4587
Crops, Lakshadweep,Yield,Ginger,2006,hg/ha,3875
Crops, Lakshadweep,Yield,Ginger,2007,hg/ha,4711
Crops, Lakshadweep,Yield,Ginger,2008,hg/ha,4872
Crops, Lakshadweep,Yield,Ginger,2009,hg/ha,4126
Crops, Lakshadweep,Yield,Ginger,2010,hg/ha,4656
Crops, Lakshadweep,Yield,Ginger,2011,hg/ha,3636
Crops, Lakshadweep,Yield,Ginger,2012,hg/ha,4538
Crops, Lakshadweep,Yield,Ginger,2013,hg/ha,4429
Crops, Lakshadweep,Yield,Ginger,2014,hg/ha,4468
Crops, Lakshadweep,Yield,Ginger,2015,hg/ha,4467
Crops, Lakshadweep,Yield,Ginger,2016,hg/ha,4650
Crops, Lakshadweep,Yield,Ginger,2017,hg/ha,4714
Crops, Lakshadweep,Yield,Ginger,2018,hg/ha,4651
Crops, Lakshadweep,Yield,Ginger,2019,hg/ha,6667
Crops, Lakshadweep,Yield,Maize,1961,hg/ha,10309
Crops, Lakshadweep,Yield,Maize,1962,hg/ha,10525
Crops, Lakshadweep,Yield,Maize,1963,hg/ha,10522
Crops, Lakshadweep,Yield,Maize,1964,hg/ha,10861
Crops, Lakshadweep,Yield,Maize,1965,hg/ha,9956
Crops, Lakshadweep,Yield,Maize,1966,hg/ha,10608
Crops, Lakshadweep,Yield,Maize,1967,hg/ha,13021
Crops, Lakshadweep,Yield,Maize,1968,hg/ha,10155
Crops, Lakshadweep,Yield,Maize,1969,hg/ha,10309
Crops, Lakshadweep,Yield,Maize,1970,hg/ha,11208
Crops, Lakshadweep,Yield,Maize,1971,hg/ha,11139
Crops, Lakshadweep,Yield,Maize,1972,hg/ha,10945
Crops, Lakshadweep,Yield,Maize,1973,hg/ha,12135
Crops, Lakshadweep,Yield,Maize,1974,hg/ha,12171
Crops, Lakshadweep,Yield,Maize,1975,hg/ha,12944
Crops, Lakshadweep,Yield,Maize,1976,hg/ha,12242
Crops, Lakshadweep,Yield,Maize,1977,hg/ha,12512
Crops, Lakshadweep,Yield,Maize,1978,hg/ha,12282
Crops, Lakshadweep,Yield,Maize,1979,hg/ha,12483
Crops, Lakshadweep,Yield,Maize,1980,hg/ha,12619
Crops, Lakshadweep,Yield,Maize,1981,hg/ha,12588
Crops, Lakshadweep,Yield,Maize,1982,hg/ha,12730
Crops, Lakshadweep,Yield,Maize,1983,hg/ha,12701
Crops, Lakshadweep,Yield,Maize,1984,hg/ha,12705
Crops, Lakshadweep,Yield,Maize,1985,hg/ha,12556
Crops, Lakshadweep,Yield,Maize,1986,hg/ha,13614
Crops, Lakshadweep,Yield,Maize,1987,hg/ha,13197
Crops, Lakshadweep,Yield,Maize,1988,hg/ha,13907
Crops, Lakshadweep,Yield,Maize,1989,hg/ha,13667
Crops, Lakshadweep,Yield,Maize,1990,hg/ha,14014
Crops, Lakshadweep,Yield,Maize,1991,hg/ha,14235
Crops, Lakshadweep,Yield,Maize,1992,hg/ha,13966
Crops, Lakshadweep,Yield,Maize,1993,hg/ha,13983
Crops, Lakshadweep,Yield,Maize,1994,hg/ha,15004
Crops, Lakshadweep,Yield,Maize,1995,hg/ha,16908
Crops, Lakshadweep,Yield,Maize,1996,hg/ha,15884
Crops, Lakshadweep,Yield,Maize,1997,hg/ha,16352
Crops, Lakshadweep,Yield,Maize,1998,hg/ha,17853
Crops, Lakshadweep,Yield,Maize,1999,hg/ha,17169
Crops, Lakshadweep,Yield,Maize,2000,hg/ha,17086
Crops, Lakshadweep,Yield,Maize,2001,hg/ha,17631
Crops, Lakshadweep,Yield,Maize,2002,hg/ha,18448
Crops, Lakshadweep,Yield,Maize,2003,hg/ha,20034
Crops, Lakshadweep,Yield,Maize,2004,hg/ha,28488
Crops, Lakshadweep,Yield,Maize,2005,hg/ha,29843
Crops, Lakshadweep,Yield,Maize,2006,hg/ha,30368
Crops, Lakshadweep,Yield,Maize,2007,hg/ha,34265
Crops, Lakshadweep,Yield,Maize,2008,hg/ha,34154
Crops, Lakshadweep,Yield,Maize,2009,hg/ha,34879
Crops, Lakshadweep,Yield,Maize,2010,hg/ha,38052
Crops, Lakshadweep,Yield,Maize,2011,hg/ha,39897
Crops, Lakshadweep,Yield,Maize,2012,hg/ha,39830
Crops, Lakshadweep,Yield,Maize,2013,hg/ha,42313
Crops, Lakshadweep,Yield,Maize,2014,hg/ha,43211
Crops, Lakshadweep,Yield,Maize,2015,hg/ha,44248
Crops, Lakshadweep,Yield,Maize,2016,hg/ha,45491
Crops, Lakshadweep,Yield,Maize,2017,hg/ha,47182
Crops, Lakshadweep,Yield,Maize,2018,hg/ha,49685
Crops, Lakshadweep,Yield,Maize,2019,hg/ha,51203
Crops, Lakshadweep,Yield,Potatoes,1961,hg/ha,74533
Crops, Lakshadweep,Yield,Potatoes,1962,hg/ha,92754
Crops, Lakshadweep,Yield,Potatoes,1963,hg/ha,90692
Crops, Lakshadweep,Yield,Potatoes,1964,hg/ha,90733
Crops, Lakshadweep,Yield,Potatoes,1965,hg/ha,92849
Crops, Lakshadweep,Yield,Potatoes,1966,hg/ha,90235
Crops, Lakshadweep,Yield,Potatoes,1967,hg/ha,88211
Crops, Lakshadweep,Yield,Potatoes,1968,hg/ha,93564
Crops, Lakshadweep,Yield,Potatoes,1969,hg/ha,109606
Crops, Lakshadweep,Yield,Potatoes,1970,hg/ha,105176
Crops, Lakshadweep,Yield,Potatoes,1971,hg/ha,113168
Crops, Lakshadweep,Yield,Potatoes,1972,hg/ha,110448
Crops, Lakshadweep,Yield,Potatoes,1973,hg/ha,103562
Crops, Lakshadweep,Yield,Potatoes,1974,hg/ha,101714
Crops, Lakshadweep,Yield,Potatoes,1975,hg/ha,104552
Crops, Lakshadweep,Yield,Potatoes,1976,hg/ha,112213
Crops, Lakshadweep,Yield,Potatoes,1977,hg/ha,123453
Crops, Lakshadweep,Yield,Potatoes,1978,hg/ha,98543
Crops, Lakshadweep,Yield,Potatoes,1979,hg/ha,104085
Crops, Lakshadweep,Yield,Potatoes,1980,hg/ha,104545
Crops, Lakshadweep,Yield,Potatoes,1981,hg/ha,103763
Crops, Lakshadweep,Yield,Potatoes,1982,hg/ha,105291
Crops, Lakshadweep,Yield,Potatoes,1983,hg/ha,100528
Crops, Lakshadweep,Yield,Potatoes,1984,hg/ha,102815
Crops, Lakshadweep,Yield,Potatoes,1985,hg/ha,99668
Crops, Lakshadweep,Yield,Potatoes,1986,hg/ha,98245
Crops, Lakshadweep,Yield,Potatoes,1987,hg/ha,98149
Crops, Lakshadweep,Yield,Potatoes,1988,hg/ha,96911
Crops, Lakshadweep,Yield,Potatoes,1989,hg/ha,100908
Crops, Lakshadweep,Yield,Potatoes,1990,hg/ha,104002
Crops, Lakshadweep,Yield,Potatoes,1991,hg/ha,104452
Crops, Lakshadweep,Yield,Potatoes,1992,hg/ha,113709
Crops, Lakshadweep,Yield,Potatoes,1993,hg/ha,122809
Crops, Lakshadweep,Yield,Potatoes,1994,hg/ha,133171
Crops, Lakshadweep,Yield,Potatoes,1995,hg/ha,139418
Crops, Lakshadweep,Yield,Potatoes,1996,hg/ha,134795
Crops, Lakshadweep,Yield,Potatoes,1997,hg/ha,112295
Crops, Lakshadweep,Yield,Potatoes,1998,hg/ha,136186
Crops, Lakshadweep,Yield,Potatoes,1999,hg/ha,165413
Crops, Lakshadweep,Yield,Potatoes,2000,hg/ha,169078
Crops, Lakshadweep,Yield,Potatoes,2001,hg/ha,164180
Crops, Lakshadweep,Yield,Potatoes,2002,hg/ha,164486
Crops, Lakshadweep,Yield,Potatoes,2003,hg/ha,168028
Crops, Lakshadweep,Yield,Potatoes,2004,hg/ha,176673
Crops, Lakshadweep,Yield,Potatoes,2005,hg/ha,180795
Crops, Lakshadweep,Yield,Potatoes,2006,hg/ha,133447
Crops, Lakshadweep,Yield,Potatoes,2007,hg/ha,193516
Crops, Lakshadweep,Yield,Potatoes,2008,hg/ha,164550
Crops, Lakshadweep,Yield,Potatoes,2009,hg/ha,202848
Crops, Lakshadweep,Yield,Potatoes,2010,hg/ha,226823
Crops, Lakshadweep,Yield,Potatoes,2011,hg/ha,219196
Crops, Lakshadweep,Yield,Potatoes,2012,hg/ha,183405
Crops, Lakshadweep,Yield,Potatoes,2013,hg/ha,218059
Crops, Lakshadweep,Yield,Potatoes,2014,hg/ha,181506
Crops, Lakshadweep,Yield,Potatoes,2015,hg/ha,234439
Crops, Lakshadweep,Yield,Potatoes,2016,hg/ha,224346
Crops, Lakshadweep,Yield,Potatoes,2017,hg/ha,214503
Crops, Lakshadweep,Yield,Potatoes,2018,hg/ha,236699
Crops, Lakshadweep,Yield,Potatoes,2019,hg/ha,248874
Crops, Lakshadweep,Yield,Sweet potatoes,1961,hg/ha,107692
Crops, Lakshadweep,Yield,Sweet potatoes,1962,hg/ha,107143
Crops, Lakshadweep,Yield,Sweet potatoes,1963,hg/ha,106667
Crops, Lakshadweep,Yield,Sweet potatoes,1964,hg/ha,112500
Crops, Lakshadweep,Yield,Sweet potatoes,1965,hg/ha,112500
Crops, Lakshadweep,Yield,Sweet potatoes,1966,hg/ha,111765
Crops, Lakshadweep,Yield,Sweet potatoes,1967,hg/ha,111765
Crops, Lakshadweep,Yield,Sweet potatoes,1968,hg/ha,111111
Crops, Lakshadweep,Yield,Sweet potatoes,1969,hg/ha,116667
Crops, Lakshadweep,Yield,Sweet potatoes,1970,hg/ha,115789
Crops, Lakshadweep,Yield,Sweet potatoes,1971,hg/ha,121053
Crops, Lakshadweep,Yield,Sweet potatoes,1972,hg/ha,120000
Crops, Lakshadweep,Yield,Sweet potatoes,1973,hg/ha,130000
Crops, Lakshadweep,Yield,Sweet potatoes,1974,hg/ha,140000
Crops, Lakshadweep,Yield,Sweet potatoes,1975,hg/ha,140854
Crops, Lakshadweep,Yield,Sweet potatoes,1976,hg/ha,141286
Crops, Lakshadweep,Yield,Sweet potatoes,1977,hg/ha,154615
Crops, Lakshadweep,Yield,Sweet potatoes,1978,hg/ha,157465
Crops, Lakshadweep,Yield,Sweet potatoes,1979,hg/ha,163786
Crops, Lakshadweep,Yield,Sweet potatoes,1980,hg/ha,146121
Crops, Lakshadweep,Yield,Sweet potatoes,1981,hg/ha,141415
Crops, Lakshadweep,Yield,Sweet potatoes,1982,hg/ha,146788
Crops, Lakshadweep,Yield,Sweet potatoes,1983,hg/ha,160212
Crops, Lakshadweep,Yield,Sweet potatoes,1984,hg/ha,151693
Crops, Lakshadweep,Yield,Sweet potatoes,1985,hg/ha,150250
Crops, Lakshadweep,Yield,Sweet potatoes,1986,hg/ha,140909
Crops, Lakshadweep,Yield,Sweet potatoes,1987,hg/ha,115362
Crops, Lakshadweep,Yield,Sweet potatoes,1988,hg/ha,114632
Crops, Lakshadweep,Yield,Sweet potatoes,1989,hg/ha,103021
Crops, Lakshadweep,Yield,Sweet potatoes,1990,hg/ha,92141
Crops, Lakshadweep,Yield,Sweet potatoes,1991,hg/ha,101190
Crops, Lakshadweep,Yield,Sweet potatoes,1992,hg/ha,104368
Crops, Lakshadweep,Yield,Sweet potatoes,1993,hg/ha,98171
Crops, Lakshadweep,Yield,Sweet potatoes,1994,hg/ha,99148
Crops, Lakshadweep,Yield,Sweet potatoes,1995,hg/ha,100688
Crops, Lakshadweep,Yield,Sweet potatoes,1996,hg/ha,105177
Crops, Lakshadweep,Yield,Sweet potatoes,1997,hg/ha,104716
Crops, Lakshadweep,Yield,Sweet potatoes,1998,hg/ha,108413
Crops, Lakshadweep,Yield,Sweet potatoes,1999,hg/ha,112339
Crops, Lakshadweep,Yield,Sweet potatoes,2000,hg/ha,109771
Crops, Lakshadweep,Yield,Sweet potatoes,2001,hg/ha,104168
Crops, Lakshadweep,Yield,Sweet potatoes,2002,hg/ha,100385
Crops, Lakshadweep,Yield,Sweet potatoes,2003,hg/ha,107545
Crops, Lakshadweep,Yield,Sweet potatoes,2004,hg/ha,113473
Crops, Lakshadweep,Yield,Sweet potatoes,2005,hg/ha,112584
Crops, Lakshadweep,Yield,Sweet potatoes,2006,hg/ha,118514
Crops, Lakshadweep,Yield,Sweet potatoes,2007,hg/ha,114454
Crops, Lakshadweep,Yield,Sweet potatoes,2008,hg/ha,111477
Crops, Lakshadweep,Yield,Sweet potatoes,2009,hg/ha,114254
Crops, Lakshadweep,Yield,Sweet potatoes,2010,hg/ha,109417
Crops, Lakshadweep,Yield,Sweet potatoes,2011,hg/ha,99623
Crops, Lakshadweep,Yield,Sweet potatoes,2012,hg/ha,86553
Crops, Lakshadweep,Yield,Sweet potatoes,2013,hg/ha,88711
Crops, Lakshadweep,Yield,Sweet potatoes,2014,hg/ha,85302
Crops, Lakshadweep,Yield,Sweet potatoes,2015,hg/ha,78849
Crops, Lakshadweep,Yield,Sweet potatoes,2016,hg/ha,80735
Crops, Lakshadweep,Yield,Sweet potatoes,2017,hg/ha,80581
Crops, Lakshadweep,Yield,Sweet potatoes,2018,hg/ha,79672
Crops, Lakshadweep,Yield,Sweet potatoes,2019,hg/ha,94568
Crops, Lakshadweep,Yield,Wheat,1961,hg/ha,8222
Crops, Lakshadweep,Yield,Wheat,1962,hg/ha,8178
Crops, Lakshadweep,Yield,Wheat,1963,hg/ha,8303
Crops, Lakshadweep,Yield,Wheat,1964,hg/ha,8292
Crops, Lakshadweep,Yield,Wheat,1965,hg/ha,8631
Crops, Lakshadweep,Yield,Wheat,1966,hg/ha,7597
Crops, Lakshadweep,Yield,Wheat,1967,hg/ha,8110
Crops, Lakshadweep,Yield,Wheat,1968,hg/ha,10727
Crops, Lakshadweep,Yield,Wheat,1969,hg/ha,10744
Crops, Lakshadweep,Yield,Wheat,1970,hg/ha,11710
Crops, Lakshadweep,Yield,Wheat,1971,hg/ha,10833
Crops, Lakshadweep,Yield,Wheat,1972,hg/ha,11887
Crops, Lakshadweep,Yield,Wheat,1973,hg/ha,12465
Crops, Lakshadweep,Yield,Wheat,1974,hg/ha,12480
Crops, Lakshadweep,Yield,Wheat,1975,hg/ha,13202
Crops, Lakshadweep,Yield,Wheat,1976,hg/ha,14222
Crops, Lakshadweep,Yield,Wheat,1977,hg/ha,14310
Crops, Lakshadweep,Yield,Wheat,1978,hg/ha,13156
Crops, Lakshadweep,Yield,Wheat,1979,hg/ha,14879
Crops, Lakshadweep,Yield,Wheat,1980,hg/ha,15680
Crops, Lakshadweep,Yield,Wheat,1981,hg/ha,16431
Crops, Lakshadweep,Yield,Wheat,1982,hg/ha,15651
Crops, Lakshadweep,Yield,Wheat,1983,hg/ha,16781
Crops, Lakshadweep,Yield,Wheat,1984,hg/ha,14819
Crops, Lakshadweep,Yield,Wheat,1985,hg/ha,16123
Crops, Lakshadweep,Yield,Wheat,1986,hg/ha,18806
Crops, Lakshadweep,Yield,Wheat,1987,hg/ha,15593
