Temperature - (Celsius), Year, Statistics, Country, ISO3
25.517,1950, Jan Average, Tripura, TR
24.8331,1950, Feb Average, Tripura, TR
25.7697,1950, Mar Average, Tripura, TR
25.8532,1950, Apr Average, Tripura, TR
25.9075,1950, May Average, Tripura, TR
26.1928,1950, Jun Average, Tripura, TR
25.9495,1950, Jul Average, Tripura, TR
25.613,1950, Aug Average, Tripura, TR
25.6641,1950, Sep Average, Tripura, TR
25.3168,1950, Oct Average, Tripura, TR
25.1864,1950, Nov Average, Tripura, TR
25.4864,1950, Dec Average, Tripura, TR
25.7441,1951, Jan Average, Tripura, TR
25.3257,1951, Feb Average, Tripura, TR
25.6507,1951, Mar Average, Tripura, TR
26.1148,1951, Apr Average, Tripura, TR
26.2192,1951, May Average, Tripura, TR
26.1672,1951, Jun Average, Tripura, TR
25.5102,1951, Jul Average, Tripura, TR
25.9565,1951, Aug Average, Tripura, TR
25.6657,1951, Sep Average, Tripura, TR
25.6105,1951, Oct Average, Tripura, TR
25.8489,1951, Nov Average, Tripura, TR
25.7713,1951, Dec Average, Tripura, TR
25.8829,1952, Jan Average, Tripura, TR
25.7661,1952, Feb Average, Tripura, TR
25.6111,1952, Mar Average, Tripura, TR
26.3536,1952, Apr Average, Tripura, TR
25.9578,1952, May Average, Tripura, TR
26.0439,1952, Jun Average, Tripura, TR
25.6774,1952, Jul Average, Tripura, TR
25.7017,1952, Aug Average, Tripura, TR
25.5021,1952, Sep Average, Tripura, TR
25.5306,1952, Oct Average, Tripura, TR
25.0576,1952, Nov Average, Tripura, TR
25.2645,1952, Dec Average, Tripura, TR
25.5637,1953, Jan Average, Tripura, TR
25.3905,1953, Feb Average, Tripura, TR
26.1619,1953, Mar Average, Tripura, TR
26.5667,1953, Apr Average, Tripura, TR
26.2022,1953, May Average, Tripura, TR
26.3306,1953, Jun Average, Tripura, TR
25.5812,1953, Jul Average, Tripura, TR
25.8532,1953, Aug Average, Tripura, TR
25.6473,1953, Sep Average, Tripura, TR
25.6431,1953, Oct Average, Tripura, TR
25.3423,1953, Nov Average, Tripura, TR
25.8347,1953, Dec Average, Tripura, TR
25.8459,1954, Jan Average, Tripura, TR
25.4807,1954, Feb Average, Tripura, TR
25.7522,1954, Mar Average, Tripura, TR
26.1122,1954, Apr Average, Tripura, TR
26.1405,1954, May Average, Tripura, TR
25.5391,1954, Jun Average, Tripura, TR
25.4849,1954, Jul Average, Tripura, TR
25.7572,1954, Aug Average, Tripura, TR
25.5439,1954, Sep Average, Tripura, TR
25.1609,1954, Oct Average, Tripura, TR
25.0353,1954, Nov Average, Tripura, TR
25.4442,1954, Dec Average, Tripura, TR
25.3519,1955, Jan Average, Tripura, TR
24.8981,1955, Feb Average, Tripura, TR
25.004,1955, Mar Average, Tripura, TR
25.8294,1955, Apr Average, Tripura, TR
26.0676,1955, May Average, Tripura, TR
25.5246,1955, Jun Average, Tripura, TR
25.4977,1955, Jul Average, Tripura, TR
25.3973,1955, Aug Average, Tripura, TR
25.4477,1955, Sep Average, Tripura, TR
25.8569,1955, Oct Average, Tripura, TR
25.2361,1955, Nov Average, Tripura, TR
25.3379,1955, Dec Average, Tripura, TR
24.8622,1956, Jan Average, Tripura, TR
25.1302,1956, Feb Average, Tripura, TR
25.3908,1956, Mar Average, Tripura, TR
26.0723,1956, Apr Average, Tripura, TR
25.7871,1956, May Average, Tripura, TR
25.4791,1956, Jun Average, Tripura, TR
25.1874,1956, Jul Average, Tripura, TR
25.3246,1956, Aug Average, Tripura, TR
25.4367,1956, Sep Average, Tripura, TR
25.0216,1956, Oct Average, Tripura, TR
24.8893,1956, Nov Average, Tripura, TR
24.8918,1956, Dec Average, Tripura, TR
24.7716,1957, Jan Average, Tripura, TR
24.7279,1957, Feb Average, Tripura, TR
25.5692,1957, Mar Average, Tripura, TR
25.9367,1957, Apr Average, Tripura, TR
26.0518,1957, May Average, Tripura, TR
26.0662,1957, Jun Average, Tripura, TR
25.8765,1957, Jul Average, Tripura, TR
25.9865,1957, Aug Average, Tripura, TR
25.7483,1957, Sep Average, Tripura, TR
25.8127,1957, Oct Average, Tripura, TR
25.4403,1957, Nov Average, Tripura, TR
26.0886,1957, Dec Average, Tripura, TR
25.8113,1958, Jan Average, Tripura, TR
25.5513,1958, Feb Average, Tripura, TR
26.0784,1958, Mar Average, Tripura, TR
26.1822,1958, Apr Average, Tripura, TR
26.2232,1958, May Average, Tripura, TR
26.1392,1958, Jun Average, Tripura, TR
26.0392,1958, Jul Average, Tripura, TR
25.4543,1958, Aug Average, Tripura, TR
25.738,1958, Sep Average, Tripura, TR
25.583,1958, Oct Average, Tripura, TR
24.8958,1958, Nov Average, Tripura, TR
25.5156,1958, Dec Average, Tripura, TR
25.3329,1959, Jan Average, Tripura, TR
25.3916,1959, Feb Average, Tripura, TR
25.3826,1959, Mar Average, Tripura, TR
25.8797,1959, Apr Average, Tripura, TR
25.7626,1959, May Average, Tripura, TR
25.5206,1959, Jun Average, Tripura, TR
25.5534,1959, Jul Average, Tripura, TR
25.5366,1959, Aug Average, Tripura, TR
25.2981,1959, Sep Average, Tripura, TR
25.4931,1959, Oct Average, Tripura, TR
25.0806,1959, Nov Average, Tripura, TR
25.5167,1959, Dec Average, Tripura, TR
25.3403,1960, Jan Average, Tripura, TR
24.8922,1960, Feb Average, Tripura, TR
25.5018,1960, Mar Average, Tripura, TR
26.0817,1960, Apr Average, Tripura, TR
26.0535,1960, May Average, Tripura, TR
25.8221,1960, Jun Average, Tripura, TR
25.4387,1960, Jul Average, Tripura, TR
26.2913,1960, Aug Average, Tripura, TR
25.4738,1960, Sep Average, Tripura, TR
25.6111,1960, Oct Average, Tripura, TR
25.1336,1960, Nov Average, Tripura, TR
25.5862,1960, Dec Average, Tripura, TR
24.5506,1961, Jan Average, Tripura, TR
24.8369,1961, Feb Average, Tripura, TR
25.3852,1961, Mar Average, Tripura, TR
25.5505,1961, Apr Average, Tripura, TR
26.0845,1961, May Average, Tripura, TR
25.4242,1961, Jun Average, Tripura, TR
25.3258,1961, Jul Average, Tripura, TR
25.2886,1961, Aug Average, Tripura, TR
25.1338,1961, Sep Average, Tripura, TR
24.8949,1961, Oct Average, Tripura, TR
25.2817,1961, Nov Average, Tripura, TR
25.0341,1961, Dec Average, Tripura, TR
24.5654,1962, Jan Average, Tripura, TR
24.403,1962, Feb Average, Tripura, TR
24.9084,1962, Mar Average, Tripura, TR
25.456,1962, Apr Average, Tripura, TR
25.7937,1962, May Average, Tripura, TR
25.3015,1962, Jun Average, Tripura, TR
25.5875,1962, Jul Average, Tripura, TR
24.713,1962, Aug Average, Tripura, TR
25.2565,1962, Sep Average, Tripura, TR
25.398,1962, Oct Average, Tripura, TR
24.7887,1962, Nov Average, Tripura, TR
24.8618,1962, Dec Average, Tripura, TR
23.6548,1963, Jan Average, Tripura, TR
23.9372,1963, Feb Average, Tripura, TR
24.4822,1963, Mar Average, Tripura, TR
25.2646,1963, Apr Average, Tripura, TR
25.6536,1963, May Average, Tripura, TR
25.9782,1963, Jun Average, Tripura, TR
25.4714,1963, Jul Average, Tripura, TR
25.113,1963, Aug Average, Tripura, TR
25.7013,1963, Sep Average, Tripura, TR
25.1511,1963, Oct Average, Tripura, TR
25.3519,1963, Nov Average, Tripura, TR
25.2426,1963, Dec Average, Tripura, TR
25.571,1964, Jan Average, Tripura, TR
25.1412,1964, Feb Average, Tripura, TR
25.3084,1964, Mar Average, Tripura, TR
25.7847,1964, Apr Average, Tripura, TR
25.8542,1964, May Average, Tripura, TR
25.2445,1964, Jun Average, Tripura, TR
24.9934,1964, Jul Average, Tripura, TR
25.1244,1964, Aug Average, Tripura, TR
24.9938,1964, Sep Average, Tripura, TR
24.8238,1964, Oct Average, Tripura, TR
24.3795,1964, Nov Average, Tripura, TR
24.4308,1964, Dec Average, Tripura, TR
23.5849,1965, Jan Average, Tripura, TR
24.3391,1965, Feb Average, Tripura, TR
24.5973,1965, Mar Average, Tripura, TR
25.2551,1965, Apr Average, Tripura, TR
25.3395,1965, May Average, Tripura, TR
25.4175,1965, Jun Average, Tripura, TR
25.2844,1965, Jul Average, Tripura, TR
24.8263,1965, Aug Average, Tripura, TR
25.1844,1965, Sep Average, Tripura, TR
25.2879,1965, Oct Average, Tripura, TR
25.4201,1965, Nov Average, Tripura, TR
25.2749,1965, Dec Average, Tripura, TR
25.2603,1966, Jan Average, Tripura, TR
25.0124,1966, Feb Average, Tripura, TR
25.5647,1966, Mar Average, Tripura, TR
25.9824,1966, Apr Average, Tripura, TR
26.1234,1966, May Average, Tripura, TR
25.3394,1966, Jun Average, Tripura, TR
25.1,1966, Jul Average, Tripura, TR
25.013,1966, Aug Average, Tripura, TR
25.5882,1966, Sep Average, Tripura, TR
25.0105,1966, Oct Average, Tripura, TR
24.9895,1966, Nov Average, Tripura, TR
25.2365,1966, Dec Average, Tripura, TR
24.6605,1967, Jan Average, Tripura, TR
24.4603,1967, Feb Average, Tripura, TR
24.7973,1967, Mar Average, Tripura, TR
25.4047,1967, Apr Average, Tripura, TR
25.6304,1967, May Average, Tripura, TR
25.609,1967, Jun Average, Tripura, TR
25.2986,1967, Jul Average, Tripura, TR
25.5835,1967, Aug Average, Tripura, TR
25.2178,1967, Sep Average, Tripura, TR
24.9007,1967, Oct Average, Tripura, TR
24.7845,1967, Nov Average, Tripura, TR
24.9339,1967, Dec Average, Tripura, TR
24.274,1968, Jan Average, Tripura, TR
24.1637,1968, Feb Average, Tripura, TR
24.8732,1968, Mar Average, Tripura, TR
25.3131,1968, Apr Average, Tripura, TR
25.5027,1968, May Average, Tripura, TR
25.5176,1968, Jun Average, Tripura, TR
25.1038,1968, Jul Average, Tripura, TR
25.3139,1968, Aug Average, Tripura, TR
25.4779,1968, Sep Average, Tripura, TR
25.0099,1968, Oct Average, Tripura, TR
24.8893,1968, Nov Average, Tripura, TR
25.2455,1968, Dec Average, Tripura, TR
25.1423,1969, Jan Average, Tripura, TR
24.8651,1969, Feb Average, Tripura, TR
25.3257,1969, Mar Average, Tripura, TR
25.9886,1969, Apr Average, Tripura, TR
25.9472,1969, May Average, Tripura, TR
25.6268,1969, Jun Average, Tripura, TR
25.2128,1969, Jul Average, Tripura, TR
24.813,1969, Aug Average, Tripura, TR
25.3938,1969, Sep Average, Tripura, TR
25.1349,1969, Oct Average, Tripura, TR
24.6409,1969, Nov Average, Tripura, TR
24.7639,1969, Dec Average, Tripura, TR
24.7828,1970, Jan Average, Tripura, TR
24.7381,1970, Feb Average, Tripura, TR
25.4982,1970, Mar Average, Tripura, TR
25.6525,1970, Apr Average, Tripura, TR
25.5938,1970, May Average, Tripura, TR
25.4388,1970, Jun Average, Tripura, TR
25.1014,1970, Jul Average, Tripura, TR
25.0253,1970, Aug Average, Tripura, TR
25.0938,1970, Sep Average, Tripura, TR
25.1105,1970, Oct Average, Tripura, TR
24.673,1970, Nov Average, Tripura, TR
24.9341,1970, Dec Average, Tripura, TR
24.6886,1971, Jan Average, Tripura, TR
24.3659,1971, Feb Average, Tripura, TR
25.1108,1971, Mar Average, Tripura, TR
25.5569,1971, Apr Average, Tripura, TR
25.9944,1971, May Average, Tripura, TR
25.5915,1971, Jun Average, Tripura, TR
25.5318,1971, Jul Average, Tripura, TR
24.9336,1971, Aug Average, Tripura, TR
25.4219,1971, Sep Average, Tripura, TR
25.2644,1971, Oct Average, Tripura, TR
24.7102,1971, Nov Average, Tripura, TR
25.0622,1971, Dec Average, Tripura, TR
24.2605,1972, Jan Average, Tripura, TR
24.9292,1972, Feb Average, Tripura, TR
24.92,1972, Mar Average, Tripura, TR
25.6139,1972, Apr Average, Tripura, TR
26.1498,1972, May Average, Tripura, TR
25.734,1972, Jun Average, Tripura, TR
26.3274,1972, Jul Average, Tripura, TR
25.7519,1972, Aug Average, Tripura, TR
25.7938,1972, Sep Average, Tripura, TR
25.914,1972, Oct Average, Tripura, TR
25.5995,1972, Nov Average, Tripura, TR
26.1377,1972, Dec Average, Tripura, TR
25.6897,1973, Jan Average, Tripura, TR
25.871,1973, Feb Average, Tripura, TR
26.1278,1973, Mar Average, Tripura, TR
26.2665,1973, Apr Average, Tripura, TR
25.9529,1973, May Average, Tripura, TR
26.0185,1973, Jun Average, Tripura, TR
25.8017,1973, Jul Average, Tripura, TR
25.6188,1973, Aug Average, Tripura, TR
25.213,1973, Sep Average, Tripura, TR
25.8624,1973, Oct Average, Tripura, TR
25.0829,1973, Nov Average, Tripura, TR
24.972,1973, Dec Average, Tripura, TR
24.3832,1974, Jan Average, Tripura, TR
24.5261,1974, Feb Average, Tripura, TR
25.0094,1974, Mar Average, Tripura, TR
25.6887,1974, Apr Average, Tripura, TR
25.8506,1974, May Average, Tripura, TR
25.5403,1974, Jun Average, Tripura, TR
25.3014,1974, Jul Average, Tripura, TR
25.7925,1974, Aug Average, Tripura, TR
25.2172,1974, Sep Average, Tripura, TR
25.2233,1974, Oct Average, Tripura, TR
25.2124,1974, Nov Average, Tripura, TR
25.272,1974, Dec Average, Tripura, TR
25.0744,1975, Jan Average, Tripura, TR
24.8488,1975, Feb Average, Tripura, TR
25.1342,1975, Mar Average, Tripura, TR
26.0422,1975, Apr Average, Tripura, TR
25.7074,1975, May Average, Tripura, TR
25.5029,1975, Jun Average, Tripura, TR
25.1175,1975, Jul Average, Tripura, TR
25.7643,1975, Aug Average, Tripura, TR
25.0326,1975, Sep Average, Tripura, TR
25.2148,1975, Oct Average, Tripura, TR
24.8375,1975, Nov Average, Tripura, TR
25.062,1975, Dec Average, Tripura, TR
23.8425,1976, Jan Average, Tripura, TR
24.1407,1976, Feb Average, Tripura, TR
24.7973,1976, Mar Average, Tripura, TR
25.0541,1976, Apr Average, Tripura, TR
25.4529,1976, May Average, Tripura, TR
24.9403,1976, Jun Average, Tripura, TR
25.1023,1976, Jul Average, Tripura, TR
24.913,1976, Aug Average, Tripura, TR
25.3809,1976, Sep Average, Tripura, TR
25.0761,1976, Oct Average, Tripura, TR
24.8895,1976, Nov Average, Tripura, TR
24.9457,1976, Dec Average, Tripura, TR
24.5699,1977, Jan Average, Tripura, TR
23.9618,1977, Feb Average, Tripura, TR
24.6725,1977, Mar Average, Tripura, TR
25.5548,1977, Apr Average, Tripura, TR
25.6224,1977, May Average, Tripura, TR
25.3325,1977, Jun Average, Tripura, TR
25.3948,1977, Jul Average, Tripura, TR
25.2109,1977, Aug Average, Tripura, TR
25.7938,1977, Sep Average, Tripura, TR
25.0752,1977, Oct Average, Tripura, TR
24.793,1977, Nov Average, Tripura, TR
25.021,1977, Dec Average, Tripura, TR
24.6605,1978, Jan Average, Tripura, TR
24.7405,1978, Feb Average, Tripura, TR
25.4792,1978, Mar Average, Tripura, TR
25.6576,1978, Apr Average, Tripura, TR
25.9395,1978, May Average, Tripura, TR
25.4403,1978, Jun Average, Tripura, TR
25.1023,1978, Jul Average, Tripura, TR
25.613,1978, Aug Average, Tripura, TR
25.2465,1978, Sep Average, Tripura, TR
25.2868,1978, Oct Average, Tripura, TR
24.6895,1978, Nov Average, Tripura, TR
25.2337,1978, Dec Average, Tripura, TR
24.9605,1979, Jan Average, Tripura, TR
25.2499,1979, Feb Average, Tripura, TR
25.3125,1979, Mar Average, Tripura, TR
25.8471,1979, Apr Average, Tripura, TR
26.1279,1979, May Average, Tripura, TR
25.4829,1979, Jun Average, Tripura, TR
25.3014,1979, Jul Average, Tripura, TR
25.813,1979, Aug Average, Tripura, TR
25.0056,1979, Sep Average, Tripura, TR
25.1625,1979, Oct Average, Tripura, TR
24.8793,1979, Nov Average, Tripura, TR
24.9879,1979, Dec Average, Tripura, TR
24.8887,1980, Jan Average, Tripura, TR
24.8405,1980, Feb Average, Tripura, TR
25.3718,1980, Mar Average, Tripura, TR
25.6206,1980, Apr Average, Tripura, TR
26.2806,1980, May Average, Tripura, TR
25.4509,1980, Jun Average, Tripura, TR
25.6014,1980, Jul Average, Tripura, TR
25.113,1980, Aug Average, Tripura, TR
25.6827,1980, Sep Average, Tripura, TR
25.6105,1980, Oct Average, Tripura, TR
24.9895,1980, Nov Average, Tripura, TR
24.7644,1980, Dec Average, Tripura, TR
24.4473,1981, Jan Average, Tripura, TR
24.9655,1981, Feb Average, Tripura, TR
25.6044,1981, Mar Average, Tripura, TR
25.9541,1981, Apr Average, Tripura, TR
26.0354,1981, May Average, Tripura, TR
25.9757,1981, Jun Average, Tripura, TR
25.5324,1981, Jul Average, Tripura, TR
26.2358,1981, Aug Average, Tripura, TR
25.5835,1981, Sep Average, Tripura, TR
25.5105,1981, Oct Average, Tripura, TR
25.0487,1981, Nov Average, Tripura, TR
25.1836,1981, Dec Average, Tripura, TR
24.8529,1982, Jan Average, Tripura, TR
25.0288,1982, Feb Average, Tripura, TR
25.5949,1982, Mar Average, Tripura, TR
25.8541,1982, Apr Average, Tripura, TR
25.8825,1982, May Average, Tripura, TR
25.7116,1982, Jun Average, Tripura, TR
25.7248,1982, Jul Average, Tripura, TR
25.4672,1982, Aug Average, Tripura, TR
25.7938,1982, Sep Average, Tripura, TR
25.2223,1982, Oct Average, Tripura, TR
25.5607,1982, Nov Average, Tripura, TR
25.9284,1982, Dec Average, Tripura, TR
25.6605,1983, Jan Average, Tripura, TR
26.0494,1983, Feb Average, Tripura, TR
26.6015,1983, Mar Average, Tripura, TR
26.9491,1983, Apr Average, Tripura, TR
26.3529,1983, May Average, Tripura, TR
26.1085,1983, Jun Average, Tripura, TR
25.8014,1983, Jul Average, Tripura, TR
25.913,1983, Aug Average, Tripura, TR
25.5841,1983, Sep Average, Tripura, TR
25.6105,1983, Oct Average, Tripura, TR
24.8871,1983, Nov Average, Tripura, TR
24.9347,1983, Dec Average, Tripura, TR
24.7045,1984, Jan Average, Tripura, TR
24.624,1984, Feb Average, Tripura, TR
25.2347,1984, Mar Average, Tripura, TR
25.5062,1984, Apr Average, Tripura, TR
25.1879,1984, May Average, Tripura, TR
25.4336,1984, Jun Average, Tripura, TR
24.8999,1984, Jul Average, Tripura, TR
25.713,1984, Aug Average, Tripura, TR
25.0052,1984, Sep Average, Tripura, TR
24.9971,1984, Oct Average, Tripura, TR
24.893,1984, Nov Average, Tripura, TR
25.137,1984, Dec Average, Tripura, TR
24.8605,1985, Jan Average, Tripura, TR
25.49,1985, Feb Average, Tripura, TR
25.4734,1985, Mar Average, Tripura, TR
25.6541,1985, Apr Average, Tripura, TR
25.8176,1985, May Average, Tripura, TR
25.8403,1985, Jun Average, Tripura, TR
24.822,1985, Jul Average, Tripura, TR
25.5122,1985, Aug Average, Tripura, TR
25.0938,1985, Sep Average, Tripura, TR
25.1048,1985, Oct Average, Tripura, TR
25.1245,1985, Nov Average, Tripura, TR
25.1239,1985, Dec Average, Tripura, TR
24.6605,1986, Jan Average, Tripura, TR
24.8271,1986, Feb Average, Tripura, TR
25.0964,1986, Mar Average, Tripura, TR
25.6788,1986, Apr Average, Tripura, TR
26.2529,1986, May Average, Tripura, TR
25.6403,1986, Jun Average, Tripura, TR
25.475,1986, Jul Average, Tripura, TR
25.5362,1986, Aug Average, Tripura, TR
25.4234,1986, Sep Average, Tripura, TR
25.394,1986, Oct Average, Tripura, TR
24.81,1986, Nov Average, Tripura, TR
25.4284,1986, Dec Average, Tripura, TR
24.8292,1987, Jan Average, Tripura, TR
24.7342,1987, Feb Average, Tripura, TR
25.9839,1987, Mar Average, Tripura, TR
26.4577,1987, Apr Average, Tripura, TR
25.9364,1987, May Average, Tripura, TR
26.2112,1987, Jun Average, Tripura, TR
25.8014,1987, Jul Average, Tripura, TR
25.613,1987, Aug Average, Tripura, TR
25.9007,1987, Sep Average, Tripura, TR
25.7585,1987, Oct Average, Tripura, TR
25.5636,1987, Nov Average, Tripura, TR
25.4211,1987, Dec Average, Tripura, TR
25.5539,1988, Jan Average, Tripura, TR
25.4393,1988, Feb Average, Tripura, TR
25.9084,1988, Mar Average, Tripura, TR
26.2541,1988, Apr Average, Tripura, TR
26.0181,1988, May Average, Tripura, TR
25.855,1988, Jun Average, Tripura, TR
25.5425,1988, Jul Average, Tripura, TR
25.3019,1988, Aug Average, Tripura, TR
25.4938,1988, Sep Average, Tripura, TR
25.5105,1988, Oct Average, Tripura, TR
24.7319,1988, Nov Average, Tripura, TR
24.4394,1988, Dec Average, Tripura, TR
25.1573,1989, Jan Average, Tripura, TR
24.5381,1989, Feb Average, Tripura, TR
24.9045,1989, Mar Average, Tripura, TR
25.4428,1989, Apr Average, Tripura, TR
25.6506,1989, May Average, Tripura, TR
25.4324,1989, Jun Average, Tripura, TR
25.5965,1989, Jul Average, Tripura, TR
25.613,1989, Aug Average, Tripura, TR
25.5679,1989, Sep Average, Tripura, TR
25.4142,1989, Oct Average, Tripura, TR
25.1014,1989, Nov Average, Tripura, TR
25.323,1989, Dec Average, Tripura, TR
24.8708,1990, Jan Average, Tripura, TR
25.4285,1990, Feb Average, Tripura, TR
25.4214,1990, Mar Average, Tripura, TR
26.2541,1990, Apr Average, Tripura, TR
26.1529,1990, May Average, Tripura, TR
25.9677,1990, Jun Average, Tripura, TR
25.4991,1990, Jul Average, Tripura, TR
25.8107,1990, Aug Average, Tripura, TR
25.5938,1990, Sep Average, Tripura, TR
25.7825,1990, Oct Average, Tripura, TR
25.0506,1990, Nov Average, Tripura, TR
25.5061,1990, Dec Average, Tripura, TR
25.3605,1991, Jan Average, Tripura, TR
25.2393,1991, Feb Average, Tripura, TR
25.894,1991, Mar Average, Tripura, TR
25.9541,1991, Apr Average, Tripura, TR
26.002,1991, May Average, Tripura, TR
26.3403,1991, Jun Average, Tripura, TR
25.9014,1991, Jul Average, Tripura, TR
25.813,1991, Aug Average, Tripura, TR
25.7938,1991, Sep Average, Tripura, TR
25.2089,1991, Oct Average, Tripura, TR
24.9797,1991, Nov Average, Tripura, TR
25.373,1991, Dec Average, Tripura, TR
25.0494,1992, Jan Average, Tripura, TR
25.3051,1992, Feb Average, Tripura, TR
25.9973,1992, Mar Average, Tripura, TR
26.4717,1992, Apr Average, Tripura, TR
25.9395,1992, May Average, Tripura, TR
25.645,1992, Jun Average, Tripura, TR
25.3917,1992, Jul Average, Tripura, TR
26.0706,1992, Aug Average, Tripura, TR
25.708,1992, Sep Average, Tripura, TR
25.1346,1992, Oct Average, Tripura, TR
24.7821,1992, Nov Average, Tripura, TR
25.0844,1992, Dec Average, Tripura, TR
24.8745,1993, Jan Average, Tripura, TR
25.0356,1993, Feb Average, Tripura, TR
25.3178,1993, Mar Average, Tripura, TR
25.8599,1993, Apr Average, Tripura, TR
25.6834,1993, May Average, Tripura, TR
25.9798,1993, Jun Average, Tripura, TR
25.4116,1993, Jul Average, Tripura, TR
25.8547,1993, Aug Average, Tripura, TR
25.3712,1993, Sep Average, Tripura, TR
25.298,1993, Oct Average, Tripura, TR
25.3581,1993, Nov Average, Tripura, TR
25.4341,1993, Dec Average, Tripura, TR
25.3281,1994, Jan Average, Tripura, TR
25.3405,1994, Feb Average, Tripura, TR
25.1829,1994, Mar Average, Tripura, TR
25.7259,1994, Apr Average, Tripura, TR
25.8529,1994, May Average, Tripura, TR
25.5806,1994, Jun Average, Tripura, TR
25.8903,1994, Jul Average, Tripura, TR
25.5028,1994, Aug Average, Tripura, TR
25.9938,1994, Sep Average, Tripura, TR
25.3769,1994, Oct Average, Tripura, TR
25.3984,1994, Nov Average, Tripura, TR
25.535,1994, Dec Average, Tripura, TR
25.4072,1995, Jan Average, Tripura, TR
25.2225,1995, Feb Average, Tripura, TR
25.398,1995, Mar Average, Tripura, TR
26.1206,1995, Apr Average, Tripura, TR
26.0621,1995, May Average, Tripura, TR
26.0403,1995, Jun Average, Tripura, TR
25.4324,1995, Jul Average, Tripura, TR
25.4832,1995, Aug Average, Tripura, TR
25.6741,1995, Sep Average, Tripura, TR
25.6105,1995, Oct Average, Tripura, TR
25.0838,1995, Nov Average, Tripura, TR
25.141,1995, Dec Average, Tripura, TR
24.5292,1996, Jan Average, Tripura, TR
24.5646,1996, Feb Average, Tripura, TR
25.5973,1996, Mar Average, Tripura, TR
25.8775,1996, Apr Average, Tripura, TR
26.133,1996, May Average, Tripura, TR
25.6754,1996, Jun Average, Tripura, TR
26.1014,1996, Jul Average, Tripura, TR
25.613,1996, Aug Average, Tripura, TR
25.9185,1996, Sep Average, Tripura, TR
25.3382,1996, Oct Average, Tripura, TR
25.1083,1996, Nov Average, Tripura, TR
25.1341,1996, Dec Average, Tripura, TR
24.9719,1997, Jan Average, Tripura, TR
24.7405,1997, Feb Average, Tripura, TR
25.802,1997, Mar Average, Tripura, TR
25.8541,1997, Apr Average, Tripura, TR
25.9373,1997, May Average, Tripura, TR
26.193,1997, Jun Average, Tripura, TR
25.8732,1997, Jul Average, Tripura, TR
26.6107,1997, Aug Average, Tripura, TR
26.0565,1997, Sep Average, Tripura, TR
25.6973,1997, Oct Average, Tripura, TR
25.5376,1997, Nov Average, Tripura, TR
26.135,1997, Dec Average, Tripura, TR
26.1865,1998, Jan Average, Tripura, TR
26.3405,1998, Feb Average, Tripura, TR
26.526,1998, Mar Average, Tripura, TR
27.0168,1998, Apr Average, Tripura, TR
27.1521,1998, May Average, Tripura, TR
26.2387,1998, Jun Average, Tripura, TR
25.8689,1998, Jul Average, Tripura, TR
25.8028,1998, Aug Average, Tripura, TR
26.1947,1998, Sep Average, Tripura, TR
25.9846,1998, Oct Average, Tripura, TR
25.4895,1998, Nov Average, Tripura, TR
25.5725,1998, Dec Average, Tripura, TR
25.4629,1999, Jan Average, Tripura, TR
25.1639,1999, Feb Average, Tripura, TR
25.6325,1999, Mar Average, Tripura, TR
26.1916,1999, Apr Average, Tripura, TR
25.5418,1999, May Average, Tripura, TR
26.0394,1999, Jun Average, Tripura, TR
25.898,1999, Jul Average, Tripura, TR
25.813,1999, Aug Average, Tripura, TR
25.8938,1999, Sep Average, Tripura, TR
25.3971,1999, Oct Average, Tripura, TR
25.3427,1999, Nov Average, Tripura, TR
25.4547,1999, Dec Average, Tripura, TR
25.2794,2000, Jan Average, Tripura, TR
25.0595,2000, Feb Average, Tripura, TR
25.6995,2000, Mar Average, Tripura, TR
25.7733,2000, Apr Average, Tripura, TR
26.3754,2000, May Average, Tripura, TR
25.4271,2000, Jun Average, Tripura, TR
26.3061,2000, Jul Average, Tripura, TR
25.7484,2000, Aug Average, Tripura, TR
25.6996,2000, Sep Average, Tripura, TR
25.7081,2000, Oct Average, Tripura, TR
25.4895,2000, Nov Average, Tripura, TR
25.8341,2000, Dec Average, Tripura, TR
25.3506,2001, Jan Average, Tripura, TR
25.3859,2001, Feb Average, Tripura, TR
25.7198,2001, Mar Average, Tripura, TR
26.0013,2001, Apr Average, Tripura, TR
26.442,2001, May Average, Tripura, TR
25.6248,2001, Jun Average, Tripura, TR
26.2939,2001, Jul Average, Tripura, TR
26.2531,2001, Aug Average, Tripura, TR
25.8187,2001, Sep Average, Tripura, TR
25.5895,2001, Oct Average, Tripura, TR
25.2819,2001, Nov Average, Tripura, TR
25.493,2001, Dec Average, Tripura, TR
25.3086,2002, Jan Average, Tripura, TR
25.08,2002, Feb Average, Tripura, TR
25.7973,2002, Mar Average, Tripura, TR
26.2652,2002, Apr Average, Tripura, TR
26.5683,2002, May Average, Tripura, TR
26.0077,2002, Jun Average, Tripura, TR
26.5117,2002, Jul Average, Tripura, TR
25.913,2002, Aug Average, Tripura, TR
25.7962,2002, Sep Average, Tripura, TR
25.6145,2002, Oct Average, Tripura, TR
25.485,2002, Nov Average, Tripura, TR
26.2365,2002, Dec Average, Tripura, TR
25.5605,2003, Jan Average, Tripura, TR
25.5405,2003, Feb Average, Tripura, TR
25.6697,2003, Mar Average, Tripura, TR
26.2256,2003, Apr Average, Tripura, TR
26.3416,2003, May Average, Tripura, TR
25.8418,2003, Jun Average, Tripura, TR
25.6917,2003, Jul Average, Tripura, TR
